incident_id,incident_type,severity,confidence,first_frame,last_frame,Latitude,Longitude,Road_Segment,Location,Location_Source,Timestamp,Bus_ID,Action_Required,Status,Cluster_ID,Priority_Score
INC-POT-012,POTHOLE / ROAD DEFECT,CRITICAL,0.75,36,36,26.758211,83.370159,Gorakhpur Railway Station -> Golghar Commercial Center,"26.758211, 83.370159 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:44,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-001,98
INC-POT-013,POTHOLE / ROAD DEFECT,CRITICAL,0.75,36,36,26.758211,83.370159,Gorakhpur Railway Station -> Golghar Commercial Center,"26.758211, 83.370159 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:44,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-001,98
INC-POT-014,POTHOLE / ROAD DEFECT,CRITICAL,0.75,36,36,26.758211,83.370159,Gorakhpur Railway Station -> Golghar Commercial Center,"26.758211, 83.370159 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:44,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-001,98
INC-POT-015,POTHOLE / ROAD DEFECT,CRITICAL,0.74,45,45,26.757895,83.370406,Gorakhpur Railway Station -> Golghar Commercial Center,"26.757895, 83.370406 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:45,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-002,98
INC-POT-016,POTHOLE / ROAD DEFECT,CRITICAL,0.74,45,45,26.757895,83.370406,Gorakhpur Railway Station -> Golghar Commercial Center,"26.757895, 83.370406 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:45,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-002,98
INC-POT-017,POTHOLE / ROAD DEFECT,CRITICAL,0.74,54,54,26.757523,83.370695,Gorakhpur Railway Station -> Golghar Commercial Center,"26.757523, 83.370695 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:45,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-002,98
INC-POT-018,POTHOLE / ROAD DEFECT,CRITICAL,0.75,54,54,26.757523,83.370695,Gorakhpur Railway Station -> Golghar Commercial Center,"26.757523, 83.370695 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:45,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-002,98
INC-POT-019,POTHOLE / ROAD DEFECT,CRITICAL,0.75,54,54,26.757523,83.370695,Gorakhpur Railway Station -> Golghar Commercial Center,"26.757523, 83.370695 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:45,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-002,98
INC-POT-020,POTHOLE / ROAD DEFECT,CRITICAL,0.74,54,54,26.757523,83.370695,Gorakhpur Railway Station -> Golghar Commercial Center,"26.757523, 83.370695 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:45,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-002,98
INC-POT-021,POTHOLE / ROAD DEFECT,CRITICAL,0.84,63,63,26.757104,83.371022,Gorakhpur Railway Station -> Golghar Commercial Center,"26.757104, 83.371022 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:46,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-003,98
INC-POT-022,POTHOLE / ROAD DEFECT,CRITICAL,0.76,63,63,26.757104,83.371022,Gorakhpur Railway Station -> Golghar Commercial Center,"26.757104, 83.371022 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:46,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-003,98
INC-POT-023,POTHOLE / ROAD DEFECT,CRITICAL,0.8,63,63,26.757104,83.371022,Gorakhpur Railway Station -> Golghar Commercial Center,"26.757104, 83.371022 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:46,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-003,98
INC-POT-024,POTHOLE / ROAD DEFECT,CRITICAL,0.74,63,63,26.757104,83.371022,Gorakhpur Railway Station -> Golghar Commercial Center,"26.757104, 83.371022 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:46,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-003,98
INC-POT-025,POTHOLE / ROAD DEFECT,CRITICAL,0.82,72,72,26.756647,83.371378,Gorakhpur Railway Station -> Golghar Commercial Center,"26.756647, 83.371378 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:46,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-003,98
INC-POT-026,POTHOLE / ROAD DEFECT,CRITICAL,0.79,72,72,26.756647,83.371378,Gorakhpur Railway Station -> Golghar Commercial Center,"26.756647, 83.371378 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:46,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-003,98
INC-POT-027,POTHOLE / ROAD DEFECT,CRITICAL,0.89,81,81,26.756162,83.371756,Gorakhpur Railway Station -> Golghar Commercial Center,"26.756162, 83.371756 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:47,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-004,98
INC-POT-028,POTHOLE / ROAD DEFECT,CRITICAL,0.86,81,81,26.756162,83.371756,Gorakhpur Railway Station -> Golghar Commercial Center,"26.756162, 83.371756 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:47,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-004,98
INC-POT-029,POTHOLE / ROAD DEFECT,CRITICAL,0.75,81,81,26.756162,83.371756,Gorakhpur Railway Station -> Golghar Commercial Center,"26.756162, 83.371756 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:47,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-004,98
INC-POT-030,POTHOLE / ROAD DEFECT,CRITICAL,0.75,81,81,26.756162,83.371756,Gorakhpur Railway Station -> Golghar Commercial Center,"26.756162, 83.371756 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:47,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-004,98
INC-POT-031,POTHOLE / ROAD DEFECT,CRITICAL,0.75,90,90,26.755661,83.372147,Gorakhpur Railway Station -> Golghar Commercial Center,"26.755661, 83.372147 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:48,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-004,98
INC-POT-032,POTHOLE / ROAD DEFECT,CRITICAL,0.77,99,99,26.755153,83.372542,Gorakhpur Railway Station -> Golghar Commercial Center,"26.755153, 83.372542 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:48,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-005,98
INC-POT-033,POTHOLE / ROAD DEFECT,CRITICAL,0.75,99,99,26.755153,83.372542,Gorakhpur Railway Station -> Golghar Commercial Center,"26.755153, 83.372542 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:48,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-005,98
INC-POT-034,POTHOLE / ROAD DEFECT,CRITICAL,0.75,99,99,26.755153,83.372542,Gorakhpur Railway Station -> Golghar Commercial Center,"26.755153, 83.372542 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:48,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-005,98
INC-POT-035,POTHOLE / ROAD DEFECT,CRITICAL,0.74,99,99,26.755153,83.372542,Gorakhpur Railway Station -> Golghar Commercial Center,"26.755153, 83.372542 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:48,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-005,98
INC-POT-036,POTHOLE / ROAD DEFECT,CRITICAL,0.74,108,108,26.754651,83.372934,Gorakhpur Railway Station -> Golghar Commercial Center,"26.754651, 83.372934 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:49,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-005,98
INC-POT-037,POTHOLE / ROAD DEFECT,CRITICAL,0.74,108,108,26.754651,83.372934,Gorakhpur Railway Station -> Golghar Commercial Center,"26.754651, 83.372934 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:49,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-005,98
INC-POT-038,POTHOLE / ROAD DEFECT,CRITICAL,0.78,117,117,26.754166,83.373312,Gorakhpur Railway Station -> Golghar Commercial Center,"26.754166, 83.373312 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:49,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-006,98
INC-POT-039,POTHOLE / ROAD DEFECT,CRITICAL,0.77,117,117,26.754166,83.373312,Gorakhpur Railway Station -> Golghar Commercial Center,"26.754166, 83.373312 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:49,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-006,98
INC-POT-040,POTHOLE / ROAD DEFECT,CRITICAL,0.77,117,117,26.754166,83.373312,Gorakhpur Railway Station -> Golghar Commercial Center,"26.754166, 83.373312 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:49,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-006,98
INC-POT-041,POTHOLE / ROAD DEFECT,CRITICAL,0.75,117,117,26.754166,83.373312,Gorakhpur Railway Station -> Golghar Commercial Center,"26.754166, 83.373312 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:49,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-006,98
INC-POT-042,POTHOLE / ROAD DEFECT,CRITICAL,0.79,126,126,26.753708,83.373669,Gorakhpur Railway Station -> Golghar Commercial Center,"26.753708, 83.373669 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:50,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-006,98
INC-POT-043,POTHOLE / ROAD DEFECT,CRITICAL,0.75,126,126,26.753708,83.373669,Gorakhpur Railway Station -> Golghar Commercial Center,"26.753708, 83.373669 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:50,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-006,98
INC-POT-044,POTHOLE / ROAD DEFECT,CRITICAL,0.75,126,126,26.753708,83.373669,Gorakhpur Railway Station -> Golghar Commercial Center,"26.753708, 83.373669 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:50,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-006,98
INC-POT-045,POTHOLE / ROAD DEFECT,CRITICAL,0.75,126,126,26.753708,83.373669,Gorakhpur Railway Station -> Golghar Commercial Center,"26.753708, 83.373669 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:50,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-006,98
INC-POT-046,POTHOLE / ROAD DEFECT,CRITICAL,0.78,135,135,26.753288,83.373996,Gorakhpur Railway Station -> Golghar Commercial Center,"26.753288, 83.373996 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:50,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-007,98
INC-POT-047,POTHOLE / ROAD DEFECT,CRITICAL,0.77,135,135,26.753288,83.373996,Gorakhpur Railway Station -> Golghar Commercial Center,"26.753288, 83.373996 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:50,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-007,98
INC-POT-048,POTHOLE / ROAD DEFECT,CRITICAL,0.76,135,135,26.753288,83.373996,Gorakhpur Railway Station -> Golghar Commercial Center,"26.753288, 83.373996 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:50,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-007,98
INC-POT-049,POTHOLE / ROAD DEFECT,CRITICAL,0.75,135,135,26.753288,83.373996,Gorakhpur Railway Station -> Golghar Commercial Center,"26.753288, 83.373996 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:50,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-007,98
INC-POT-050,POTHOLE / ROAD DEFECT,CRITICAL,0.74,144,144,26.752915,83.374287,Gorakhpur Railway Station -> Golghar Commercial Center,"26.752915, 83.374287 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:51,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-007,98
INC-POT-051,POTHOLE / ROAD DEFECT,CRITICAL,0.74,144,144,26.752915,83.374287,Gorakhpur Railway Station -> Golghar Commercial Center,"26.752915, 83.374287 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:51,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-007,98
INC-POT-052,POTHOLE / ROAD DEFECT,CRITICAL,0.74,144,144,26.752915,83.374287,Gorakhpur Railway Station -> Golghar Commercial Center,"26.752915, 83.374287 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:51,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-007,98
INC-POT-053,POTHOLE / ROAD DEFECT,CRITICAL,0.74,144,144,26.752915,83.374287,Gorakhpur Railway Station -> Golghar Commercial Center,"26.752915, 83.374287 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:51,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-007,98
INC-POT-054,POTHOLE / ROAD DEFECT,CRITICAL,0.86,153,153,26.752597,83.374535,Gorakhpur Railway Station -> Golghar Commercial Center,"26.752597, 83.374535 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:51,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-008,98
INC-POT-055,POTHOLE / ROAD DEFECT,CRITICAL,0.83,153,153,26.752597,83.374535,Gorakhpur Railway Station -> Golghar Commercial Center,"26.752597, 83.374535 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:51,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-008,98
INC-POT-056,POTHOLE / ROAD DEFECT,CRITICAL,0.8,153,153,26.752597,83.374535,Gorakhpur Railway Station -> Golghar Commercial Center,"26.752597, 83.374535 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:51,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-008,98
INC-POT-057,POTHOLE / ROAD DEFECT,CRITICAL,0.77,153,153,26.752597,83.374535,Gorakhpur Railway Station -> Golghar Commercial Center,"26.752597, 83.374535 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:51,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-008,98
INC-POT-058,POTHOLE / ROAD DEFECT,CRITICAL,0.87,162,162,26.752342,83.374733,Gorakhpur Railway Station -> Golghar Commercial Center,"26.752342, 83.374733 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:52,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-008,98
INC-POT-059,POTHOLE / ROAD DEFECT,CRITICAL,0.87,162,162,26.752342,83.374733,Gorakhpur Railway Station -> Golghar Commercial Center,"26.752342, 83.374733 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:52,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-008,98
INC-POT-060,POTHOLE / ROAD DEFECT,CRITICAL,0.76,162,162,26.752342,83.374733,Gorakhpur Railway Station -> Golghar Commercial Center,"26.752342, 83.374733 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:52,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-008,98
INC-POT-061,POTHOLE / ROAD DEFECT,CRITICAL,0.74,162,162,26.752342,83.374733,Gorakhpur Railway Station -> Golghar Commercial Center,"26.752342, 83.374733 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:52,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-008,98
INC-POT-062,POTHOLE / ROAD DEFECT,CRITICAL,0.79,171,171,26.752155,83.374879,Gorakhpur Railway Station -> Golghar Commercial Center,"26.752155, 83.374879 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:52,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-008,98
INC-POT-063,POTHOLE / ROAD DEFECT,CRITICAL,0.74,171,171,26.752155,83.374879,Gorakhpur Railway Station -> Golghar Commercial Center,"26.752155, 83.374879 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:52,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-008,98
INC-POT-064,POTHOLE / ROAD DEFECT,CRITICAL,0.75,171,171,26.752155,83.374879,Gorakhpur Railway Station -> Golghar Commercial Center,"26.752155, 83.374879 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:52,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-008,98
INC-POT-065,POTHOLE / ROAD DEFECT,CRITICAL,0.74,171,171,26.752155,83.374879,Gorakhpur Railway Station -> Golghar Commercial Center,"26.752155, 83.374879 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:52,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-008,98
INC-POT-066,POTHOLE / ROAD DEFECT,CRITICAL,0.78,180,180,26.75204,83.374969,Gorakhpur Railway Station -> Golghar Commercial Center,"26.752040, 83.374969 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:53,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-008,98
INC-POT-067,POTHOLE / ROAD DEFECT,CRITICAL,0.74,180,180,26.75204,83.374969,Gorakhpur Railway Station -> Golghar Commercial Center,"26.752040, 83.374969 (Gorakhpur Railway Station -> Golghar Commercial Center)",BUS_OBU_SYNCHRONIZED_GPS,2026-09-14 09:20:53,UPSRTC-UP53-8821,Immediate Asphalt Cold-Mix Patching (PWD),DISPATCHED,CLUST-008,98
